Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
1,Amen Thompson,23,HOU,PG,64,64,2371,18.3,.581,.122,.373,8.7,14.1,11.4,20.8,2.0,1.5,14.1,20.2,4.6,2.9,7.5,.152,1.3,0.9,2.2,2.5,,thompam01
2,Tyrese Maxey,25,PHI,PG,61,61,2334,22.6,.589,.406,.279,0.8,11.3,5.9,29.7,2.6,2.0,9.0,29.9,5.6,2.4,8.0,.164,5.3,0.5,5.8,4.5,AS,maxeyty01
3,Kevin Durant,37,HOU,SF,63,63,2298,21.0,.634,.321,.335,1.8,14.8,8.3,19.7,1.2,2.3,13.4,27.2,5.9,2.5,8.4,.176,4.1,0.1,4.2,3.6,AS,duranke01
4,Mikal Bridges,29,NYK,SF,68,68,2280,15.7,.587,.429,.101,3.3,10.3,6.8,16.3,2.0,2.5,7.6,17.5,4.1,3.0,7.1,.149,1.5,1.6,3.1,3.0,,bridgmi01
5,Toumani Camara,25,POR,PF,67,67,2242,10.3,.554,.665,.159,5.1,12.4,8.7,10.7,1.5,1.1,14.0,16.2,0.9,1.8,2.7,.058,-1.6,-0.4,-2.0,0.0,,camarto01
6,Desmond Bane,27,ORL,SG,65,65,2228,17.3,.610,.346,.274,3.9,9.6,6.7,19.6,1.5,1.2,10.6,23.4,4.2,2.1,6.3,.137,1.8,-0.3,1.5,1.9,,banede01
7,Julius Randle,31,MIN,PF,67,67,2213,18.7,.585,.295,.398,5.8,17.1,11.6,23.3,1.5,0.6,13.0,26.3,4.0,2.4,6.4,.140,1.5,-0.3,1.2,1.8,,randlju01
8,Jalen Brunson,29,NYK,PG,63,63,2196,20.1,.581,.367,.289,1.4,9.6,5.5,30.5,1.0,0.3,9.4,30.4,5.6,1.9,7.5,.164,4.1,-1.0,3.1,2.8,AS,brunsja01
9,Scottie Barnes,24,TOR,PF,64,64,2192,18.8,.573,.207,.261,6.5,19.4,12.8,23.6,2.0,4.4,14.0,23.8,2.4,3.6,5.9,.130,1.3,2.0,3.4,2.9,AS,barnesc01
10,Brandon Ingram,28,TOR,SF,64,64,2184,16.4,.566,.279,.268,2.6,16.4,9.4,17.6,1.2,2.1,11.3,27.2,1.1,2.6,3.7,.081,0.9,-0.6,0.4,1.3,AS,ingrabr01
11,Jamal Murray,28,DEN,PG,62,62,2169,22.4,.618,.398,.290,1.4,12.1,6.9,32.5,1.3,1.0,10.1,28.8,6.4,1.3,7.7,.171,5.7,-1.5,4.3,3.4,AS,murraja01
12,Derrick White,31,BOS,SG,63,63,2163,17.1,.529,.573,.187,3.5,10.5,7.1,23.8,1.7,4.3,9.6,23.1,3.3,2.8,6.2,.137,2.8,1.0,3.8,3.2,,whitede01
13,Jabari Smith Jr.,22,HOU,PF,62,62,2159,13.8,.572,.489,.214,4.8,16.7,10.8,7.4,1.2,2.5,8.9,17.8,2.9,2.6,5.5,.122,-0.4,0.0,-0.4,0.9,,smithja05
14,Kon Knueppel,20,CHO,SF,66,65,2109,17.9,.653,.595,.215,4.3,14.3,9.4,16.7,1.1,0.7,12.3,22.2,5.1,1.8,6.9,.157,3.7,-0.4,3.2,2.8,,knuepko01
15,Nickeil Alexander-Walker,27,ATL,SG,63,56,2094,15.1,.586,.526,.245,1.9,9.4,5.6,16.2,1.8,1.5,11.2,24.1,1.7,1.9,3.6,.083,0.5,-0.9,-0.3,0.9,,alexani01
16,DeMar DeRozan,36,SAC,PF,66,66,2093,17.6,.591,.151,.430,1.5,9.4,5.3,18.7,1.7,0.9,6.9,22.4,4.4,0.5,4.8,.111,0.7,-0.8,-0.1,1.0,,derozde01
17,Trey Murphy III,25,NOP,SF,59,59,2089,18.9,.617,.528,.238,3.1,14.2,8.6,16.7,2.1,0.8,9.4,23.1,4.4,1.3,5.7,.132,3.4,-0.7,2.6,2.4,,murphtr02
18,Payton Pritchard,28,BOS,PG,64,49,2086,17.1,.575,.516,.129,3.0,10.7,6.9,24.1,1.2,0.3,8.3,21.2,4.9,1.9,6.8,.157,2.4,-0.4,2.0,2.1,,pritcpa01
19,Jalen Johnson,24,ATL,SF,59,59,2079,21.2,.585,.266,.332,4.3,27.7,15.9,34.4,1.8,1.3,14.6,27.1,3.3,3.1,6.4,.147,3.1,1.4,4.4,3.4,AS,johnsja05
20,Jaden McDaniels,25,MIN,PF,65,65,2073,13.9,.621,.312,.231,3.7,10.9,7.4,12.3,1.6,2.7,13.7,18.2,2.5,2.2,4.7,.109,-0.8,0.4,-0.5,0.8,,mcdanja02
21,Donte DiVincenzo,29,MIN,SG,67,67,2072,13.4,.580,.763,.136,3.5,12.1,7.9,17.7,2.1,1.1,12.0,16.6,2.6,2.3,4.9,.114,0.4,0.7,1.1,1.6,,divindo01
22,Dyson Daniels,22,ATL,SG,62,62,2068,14.8,.528,.144,.156,7.1,14.3,10.7,24.9,2.7,1.1,14.2,15.9,2.1,2.7,4.7,.109,-1.1,1.5,0.4,1.3,,daniedy01
23,VJ Edgecombe,20,PHI,SG,59,59,2066,13.1,.532,.429,.186,5.1,12.4,8.7,15.9,2.0,1.5,11.5,19.6,1.1,1.8,2.9,.067,-0.9,-0.2,-1.1,0.5,,edgecvj01
24,Immanuel Quickley,26,TOR,PG,63,63,2055,16.9,.585,.524,.238,1.9,12.7,7.2,26.9,1.8,0.2,9.5,21.5,3.8,2.3,6.1,.143,2.1,0.2,2.3,2.2,,quickim01
25,Cade Cunningham,24,DET,PG,59,59,2053,21.9,.565,.307,.329,2.8,15.1,9.1,45.1,2.0,2.5,14.6,30.4,4.3,3.4,7.7,.179,4.9,1.5,6.4,4.4,AS,cunnica01
26,Ryan Rollins,23,MIL,PG,63,56,2033,15.6,.573,.435,.146,2.7,13.5,8.1,26.2,2.3,1.3,15.4,23.5,1.1,1.7,2.8,.066,0.2,-0.3,-0.2,0.9,,rolliry01
27,Anthony Edwards,24,MIN,SG,57,57,2023,22.7,.624,.420,.356,1.9,13.7,7.9,17.4,1.9,2.1,10.5,31.6,4.4,2.4,6.8,.160,5.2,-0.2,5.1,3.6,AS,edwaran01
28,Rudy Gobert,33,MIN,C,64,64,2013,17.7,.682,.010,.688,13.7,25.8,19.9,7.6,1.2,4.4,14.2,12.6,4.4,3.1,7.6,.181,0.2,0.8,1.0,1.5,,goberru01
29,Jaylen Brown,29,BOS,SF,59,59,2010,22.3,.570,.262,.325,3.7,18.9,11.4,26.7,1.5,1.3,12.6,36.3,2.9,2.7,5.6,.134,3.7,-0.1,3.6,2.8,AS,brownja02
30,James Harden,36,2TM,PG,57,57,1989,21.2,.608,.510,.471,2.1,13.7,8.1,36.0,1.6,1.0,15.3,29.5,4.7,1.6,6.3,.153,4.9,-0.8,4.1,3.0,,hardeja01
30,James Harden,36,LAC,PG,44,44,1559,21.8,.598,.505,.485,2.1,13.4,7.9,36.8,1.8,1.0,14.8,31.2,3.6,1.3,4.8,.149,4.8,-1.0,3.8,2.3,,hardeja01
30,James Harden,36,CLE,PG,13,13,430,19.2,.658,.533,.407,2.3,14.8,8.5,33.3,0.8,1.3,17.9,23.4,1.1,0.4,1.5,.167,5.2,-0.3,5.0,0.8,,hardeja01
31,Donovan Mitchell,29,CLE,SG,59,59,1970,23.3,.613,.454,.301,2.4,12.3,7.3,29.0,2.2,0.8,11.4,32.7,4.9,2.2,7.1,.174,5.5,0.0,5.5,3.8,AS,mitchdo01
32,Karl-Anthony Towns,30,NYK,C,63,63,1969,21.3,.614,.310,.410,10.6,31.4,20.9,14.0,1.3,1.8,13.2,25.6,4.4,3.4,7.8,.191,2.3,0.5,2.9,2.4,AS,townska01
33,Miles Bridges,27,CHO,PF,62,62,1969,15.6,.559,.441,.248,3.5,17.0,10.4,16.5,0.9,1.4,8.7,22.8,3.0,1.8,4.8,.118,1.0,-0.5,0.6,1.3,,bridgmi02
34,Royce O'Neale,32,PHO,SF,67,62,1959,11.3,.585,.825,.054,2.7,16.3,9.3,13.1,1.9,1.2,14.1,14.4,1.4,2.4,3.8,.093,-0.5,0.8,0.3,1.2,,onealro01
35,Alperen Şengün,23,HOU,C,58,58,1938,20.7,.554,.114,.347,10.1,19.4,14.8,28.4,1.9,2.9,15.5,27.1,2.8,2.9,5.7,.141,2.2,1.3,3.5,2.6,AS,sengual01
36,Paolo Banchero,23,ORL,PF,55,55,1922,17.9,.566,.238,.492,3.5,23.8,13.6,22.5,0.9,1.6,13.0,27.4,1.6,2.4,4.0,.100,1.4,0.0,1.4,1.7,,banchpa01
37,Luka Dončić,26,LAL,PG,54,54,1918,27.9,.616,.473,.458,2.2,23.3,13.0,41.2,2.1,1.4,13.0,37.6,5.8,2.3,8.1,.202,7.9,1.2,9.1,5.4,AS,doncilu01
38,Matas Buzelis,21,CHI,PF,66,66,1908,15.0,.592,.503,.257,3.8,16.6,10.3,10.7,1.1,4.4,12.9,22.5,0.7,1.8,2.5,.062,-0.5,-0.3,-0.9,0.5,,buzelma01
39,Collin Gillespie,26,PHO,PG,66,47,1905,16.1,.591,.675,.108,4.1,12.3,8.1,24.1,2.2,0.7,13.0,18.9,3.4,2.1,5.5,.139,2.5,0.6,3.1,2.4,,gilleco01
40,Onyeka Okongwu,25,ATL,C,60,49,1882,16.6,.599,.438,.226,6.3,20.9,13.5,14.4,1.8,3.2,11.9,20.2,2.2,2.6,4.8,.123,0.1,0.7,0.8,1.4,,okongon01
41,Saddiq Bey,26,NOP,SF,61,53,1881,17.1,.575,.429,.320,5.8,14.3,10.0,11.9,1.5,0.3,5.7,21.4,3.8,0.8,4.6,.117,2.2,-1.9,0.3,1.1,,beysa01
42,Naji Marshall,28,DAL,SF,64,37,1880,15.6,.606,.268,.376,3.3,13.6,8.6,15.6,1.7,0.3,11.3,19.8,2.5,1.7,4.2,.107,-0.5,0.3,-0.3,0.8,,marshna01
43,Bam Adebayo,28,MIA,C,59,59,1872,18.5,.551,.337,.356,6.8,24.9,15.8,13.3,1.6,2.0,8.8,25.4,2.0,3.2,5.2,.132,1.4,0.6,2.0,1.9,,adebaba01
44,Cooper Flagg,19,DAL,SF,55,55,1850,17.0,.546,.211,.278,3.9,16.7,10.4,20.2,1.6,2.1,10.9,25.7,0.8,2.1,2.9,.076,0.5,0.5,1.0,1.4,,flaggco01
45,Brandin Podziemski,22,GSW,SG,66,27,1848,14.3,.566,.472,.235,3.6,17.1,10.2,19.5,1.9,0.6,11.9,19.4,1.8,2.1,3.9,.100,-0.2,0.2,0.0,0.9,,podzibr01
46,Shai Gilgeous-Alexander,27,OKC,PG,55,55,1848,31.5,.669,.229,.466,1.8,12.3,7.3,35.4,2.0,2.4,8.3,33.4,9.5,3.3,12.9,.334,9.1,3.0,12.2,6.6,AS,gilgesh01
47,Pascal Siakam,31,IND,PF,55,55,1844,18.8,.563,.260,.336,4.6,17.3,10.8,20.5,1.6,1.1,9.3,29.6,1.3,1.4,2.8,.072,2.2,-0.9,1.3,1.5,AS,siakapa01
48,Anthony Black,22,ORL,PG,60,40,1841,13.9,.552,.385,.292,2.6,11.4,7.0,18.6,2.3,2.0,13.1,22.1,0.4,2.3,2.8,.072,-1.1,0.6,-0.5,0.7,,blackan01
49,Wendell Carter Jr.,26,ORL,C,62,62,1833,14.3,.608,.370,.344,7.9,20.8,14.3,10.1,1.3,2.1,11.4,15.5,2.7,2.4,5.1,.134,-0.9,0.6,-0.3,0.8,,cartewe01
50,Julian Champagnie,24,SAS,SF,66,52,1830,13.1,.614,.763,.219,3.4,18.8,11.3,7.1,1.3,1.3,8.8,15.2,2.3,2.7,4.9,.129,0.6,0.7,1.4,1.6,,champju02
51,Max Christie,22,DAL,SG,62,53,1827,11.3,.601,.599,.179,0.8,11.0,6.1,9.8,0.9,0.9,10.9,16.9,1.2,1.2,2.4,.063,-0.8,-0.5,-1.3,0.3,,chrisma02
52,CJ McCollum,34,2TM,SG,61,45,1822,15.4,.561,.446,.217,2.8,9.7,6.2,18.8,1.2,1.1,9.8,25.5,1.3,0.6,1.9,.050,1.0,-2.2,-1.2,0.4,,mccolcj01
52,CJ McCollum,34,WAS,SG,35,35,1082,15.3,.573,.461,.193,2.2,10.1,6.1,18.2,1.1,0.7,9.2,24.3,1.1,-0.1,1.1,.048,1.2,-2.7,-1.5,0.1,,mccolcj01
52,CJ McCollum,34,ATL,PG,26,10,740,15.4,.545,.426,.249,3.7,9.3,6.5,19.7,1.4,1.7,10.5,27.2,0.2,0.6,0.8,.052,0.6,-1.4,-0.8,0.2,,mccolcj01
53,Kris Dunn,31,LAC,PG,66,60,1819,11.8,.594,.441,.183,3.2,10.6,7.0,18.6,2.8,0.4,17.4,12.7,1.7,1.7,3.4,.090,-2.0,1.3,-0.8,0.6,,dunnkr01
54,De'Aaron Fox,28,SAS,PG,57,57,1798,18.0,.586,.382,.242,2.0,10.4,6.3,30.4,1.8,0.7,12.4,24.9,3.0,2.3,5.3,.140,1.9,0.5,2.4,2.0,AS,foxde01
55,Bub Carrington,20,WAS,PG,65,33,1794,9.3,.537,.580,.156,1.8,12.5,7.0,22.5,1.2,0.7,20.2,17.4,-0.6,0.1,-0.5,-0.013,-2.7,-2.2,-4.9,-1.3,,carrica01
56,OG Anunoby,28,NYK,PF,54,54,1793,15.7,.609,.475,.280,4.5,13.1,8.8,9.5,2.5,2.2,12.3,20.1,2.2,2.7,4.9,.130,0.6,1.3,1.9,1.8,,anunoog01
57,Tim Hardaway Jr.,33,DEN,SG,66,5,1792,13.7,.631,.693,.255,0.7,9.7,5.4,6.7,0.9,0.5,4.9,18.4,3.0,0.7,3.7,.100,1.3,-2.0,-0.7,0.6,,hardati02
58,Quentin Grimes,25,PHI,SG,60,13,1788,12.7,.589,.557,.332,2.4,11.2,6.7,16.2,1.5,1.2,14.6,18.3,1.6,1.2,2.8,.074,-0.9,-0.7,-1.6,0.2,,grimequ01
59,Keyonte George,22,UTA,PG,54,54,1786,18.8,.609,.410,.429,1.4,10.9,6.1,29.0,1.5,0.8,13.7,28.1,3.3,0.1,3.4,.092,3.0,-2.2,0.9,1.3,,georgke01
60,A.J. Green,26,MIL,SG,61,58,1783,8.6,.612,.901,.088,1.0,8.3,4.7,8.8,0.8,0.3,9.5,13.3,1.3,0.4,1.7,.046,-2.1,-1.6,-3.7,-0.8,,greenaj01
61,Jaime Jaquez Jr.,24,MIA,SF,62,1,1780,15.1,.558,.177,.261,4.7,14.1,9.4,23.5,1.2,0.9,13.5,21.9,1.5,2.1,3.6,.097,-0.2,0.3,0.1,0.9,,jaqueja01
62,Duncan Robinson,31,DET,SF,64,64,1770,12.2,.619,.779,.156,1.7,8.9,5.4,9.7,1.0,1.2,6.4,15.6,3.1,1.9,5.0,.137,0.8,-0.1,0.7,1.2,,robindu01
63,Nikola Jokić,30,DEN,C,51,51,1768,33.6,.680,.272,.450,10.3,30.0,20.6,50.9,2.0,2.1,15.1,31.2,9.6,2.6,12.1,.330,10.7,4.1,14.8,7.5,AS,jokicni01
64,Russell Westbrook,37,SAC,SF,61,55,1765,15.2,.533,.448,.214,4.7,16.6,10.5,34.1,2.1,0.5,18.5,26.1,-0.5,0.9,0.4,.011,0.7,-1.1,-0.4,0.7,,westbru01
65,Andrew Wiggins,30,MIA,SF,57,57,1765,15.3,.579,.393,.190,5.8,11.1,8.4,12.7,1.7,3.0,10.4,20.0,1.8,2.3,4.2,.113,0.8,0.7,1.5,1.6,,wiggian01
66,Cason Wallace,22,OKC,SG,64,54,1750,11.8,.527,.491,.111,3.4,8.7,6.2,12.9,3.6,1.1,11.1,14.8,0.5,3.5,4.1,.112,-2.4,3.1,0.7,1.2,,wallaca01
67,Nikola Vučević,35,2TM,C,60,49,1740,18.1,.577,.331,.118,7.5,24.1,15.9,17.9,1.0,2.1,9.0,21.6,2.6,1.8,4.4,.121,1.6,0.0,1.6,1.6,,vucevni01
67,Nikola Vučević,35,CHI,C,48,48,1480,18.3,.585,.330,.112,7.3,23.5,15.5,18.8,1.0,1.8,9.1,21.6,2.3,1.3,3.6,.118,1.9,-0.1,1.8,1.4,,vucevni01
67,Nikola Vučević,35,BOS,C,12,1,260,17.1,.532,.336,.155,8.5,27.4,18.1,12.3,1.0,3.5,8.6,21.4,0.3,0.4,0.7,.138,-0.3,0.9,0.6,0.2,,vucevni01
68,Naz Reid,26,MIN,C,66,2,1724,16.3,.582,.527,.135,5.0,21.2,13.3,13.1,1.8,3.2,11.7,21.8,1.5,2.6,4.0,.112,0.6,0.8,1.4,1.5,,reidna01
69,Nic Claxton,26,BRK,C,60,59,1721,18.0,.596,.031,.414,9.5,19.5,14.3,22.4,1.2,3.7,12.1,17.4,3.3,1.3,4.7,.130,0.7,0.7,1.4,1.5,,claxtni01
70,Reed Sheppard,21,HOU,SG,66,10,1711,15.3,.559,.592,.104,1.4,10.5,6.0,18.1,2.7,2.4,11.4,22.0,2.0,2.3,4.4,.122,0.9,1.2,2.2,1.8,,sheppre01
71,Jaylen Wells,22,MEM,SG,64,64,1708,11.6,.559,.519,.245,3.6,9.7,6.6,8.9,1.6,0.5,8.7,19.5,1.0,1.0,2.0,.056,-1.7,-1.3,-2.9,-0.4,,wellsja01
72,Jeremiah Fears,19,NOP,PG,68,44,1707,12.6,.513,.291,.227,2.9,13.0,7.9,19.0,2.2,1.3,14.9,24.9,-1.2,1.1,-0.1,-0.003,-2.3,-1.4,-3.6,-0.7,,fearsje01
73,Devin Booker,29,PHO,SG,51,51,1703,20.0,.580,.312,.429,2.5,11.0,6.6,29.8,1.3,0.8,12.9,32.0,3.4,1.4,4.8,.135,2.8,-1.1,1.7,1.6,AS,bookede01
74,Deni Avdija,25,POR,SF,51,51,1699,20.5,.604,.379,.556,3.6,19.1,11.2,32.2,1.1,1.7,15.9,28.9,3.7,1.6,5.3,.149,4.0,0.3,4.3,2.7,AS,avdijde01
75,Donovan Clingan,21,POR,C,62,62,1697,20.7,.605,.362,.314,17.6,28.1,22.8,11.5,1.0,5.2,10.8,16.4,4.2,2.4,6.6,.188,2.4,0.2,2.7,2.0,,clingdo01
76,Jaylon Tyson,23,CLE,SG,62,39,1691,14.8,.617,.452,.160,7.2,13.4,10.3,11.3,1.4,1.4,12.1,18.7,2.4,1.7,4.1,.117,0.7,-0.5,0.2,1.0,,tysonja01
77,Michael Porter Jr.,27,BRK,SF,52,52,1689,20.0,.595,.506,.237,4.5,21.5,12.6,18.0,1.6,0.7,10.3,30.4,2.0,1.2,3.1,.089,4.3,-1.3,3.0,2.1,,portemi01
78,Kawhi Leonard,34,LAC,SF,52,52,1687,28.2,.627,.350,.346,3.9,18.4,11.4,21.8,3.0,1.3,8.4,33.6,5.4,2.2,7.6,.217,7.4,0.9,8.3,4.4,AS,leonaka01
79,Jake LaRavia,24,LAL,PF,66,33,1680,12.3,.569,.477,.297,6.9,11.0,9.0,9.9,2.3,1.6,11.9,15.0,1.6,1.5,3.1,.089,-1.3,0.1,-1.2,0.3,,laravja01
80,Evan Mobley,24,CLE,PF,52,50,1680,19.3,.587,.278,.345,7.7,21.8,14.7,16.6,1.2,5.4,11.2,22.3,2.6,2.5,5.1,.145,1.6,1.4,3.0,2.1,,mobleev01
81,Derik Queen,21,NOP,C,67,45,1676,15.9,.549,.110,.352,7.1,23.2,15.1,22.3,1.8,3.5,18.1,21.4,0.6,1.8,2.3,.067,-1.4,0.6,-0.7,0.5,,queende01
82,Myles Turner,29,MIL,C,61,61,1676,14.4,.585,.590,.270,4.7,17.3,11.1,7.9,1.2,5.7,10.0,18.7,1.2,1.7,2.9,.083,-0.5,0.0,-0.5,0.6,,turnemy01
83,Chet Holmgren,23,OKC,PF,57,57,1672,21.2,.646,.314,.358,7.4,25.3,16.7,8.8,0.9,6.3,10.7,22.1,3.5,3.8,7.3,.210,2.2,1.6,3.8,2.4,AS,holmgch01
84,Jarace Walker,22,IND,PF,66,31,1671,11.1,.535,.486,.261,2.7,19.7,10.9,13.5,1.6,1.1,14.7,20.5,-1.1,1.4,0.4,.010,-2.3,-0.6,-2.8,-0.4,,walkeja02
85,Stephon Castle,21,SAS,PG,56,55,1671,17.0,.570,.299,.477,4.7,13.2,9.1,33.2,2.0,0.9,17.6,25.0,2.0,2.4,4.4,.126,0.5,0.9,1.4,1.5,,castlst01
86,Noah Clowney,21,BRK,PF,60,54,1669,11.5,.560,.625,.359,3.5,14.4,8.7,9.6,1.3,2.3,12.2,20.3,0.3,0.9,1.2,.035,-1.9,-1.3,-3.2,-0.5,,clownno01
87,Bruce Brown,29,DEN,SG,67,2,1667,10.2,.543,.270,.241,5.4,11.9,8.8,11.2,2.1,0.8,13.8,14.0,0.7,1.4,2.1,.060,-2.9,0.0,-2.9,-0.4,,brownbr01
88,Harrison Barnes,33,SAS,PF,61,49,1638,11.6,.597,.624,.216,3.5,8.1,5.8,10.0,1.2,0.6,9.3,15.0,2.0,1.7,3.7,.108,-0.2,0.0,-0.2,0.7,,barneha02
89,Devin Vassell,25,SAS,SG,53,51,1623,13.0,.571,.568,.172,1.9,11.4,6.7,11.0,1.3,1.2,7.0,18.5,1.6,1.9,3.6,.106,0.1,0.1,0.2,0.9,,vassede01
90,Josh Hart,30,NYK,SF,54,40,1622,15.6,.592,.412,.206,5.4,22.4,13.9,22.9,1.8,1.1,16.4,16.9,2.4,2.5,4.8,.143,0.9,2.1,2.9,2.0,,hartjo01
91,Andrew Nembhard,26,IND,PG,52,52,1621,15.5,.560,.387,.306,1.5,8.5,4.9,36.2,1.4,0.4,13.9,24.0,1.6,0.7,2.3,.069,0.9,-2.0,-1.1,0.4,,nembhan01
92,Kyle Kuzma,30,MIL,PF,60,35,1595,14.3,.581,.334,.278,3.7,15.9,9.9,14.5,1.2,1.4,12.2,21.7,1.0,1.0,2.0,.061,-0.9,-1.3,-2.2,-0.1,,kuzmaky01
93,Davion Mitchell,27,MIA,PG,56,56,1583,12.2,.574,.404,.134,1.5,8.2,4.9,30.3,1.7,0.5,16.5,13.3,2.1,1.7,3.8,.116,-1.4,0.9,-0.5,0.6,,mitchda01
94,Rui Hachimura,27,LAL,PF,54,35,1582,11.3,.617,.462,.111,2.4,10.4,6.5,4.4,0.9,0.9,6.6,15.0,1.7,0.8,2.4,.074,-0.7,-1.6,-2.4,-0.2,,hachiru01
95,LaMelo Ball,24,CHO,PG,57,54,1579,18.8,.533,.568,.138,3.6,15.9,9.8,43.2,2.0,0.7,13.4,32.0,2.3,1.8,4.1,.124,4.0,-0.5,3.4,2.2,,ballla01
96,Ace Bailey,19,UTA,SF,59,48,1577,11.2,.533,.430,.094,6.3,9.9,8.1,9.2,1.5,1.9,10.2,20.1,0.0,0.2,0.2,.005,-1.9,-2.5,-4.4,-0.9,,baileac01
97,Luguentz Dort,26,OKC,SF,56,56,1576,7.8,.514,.708,.112,3.4,11.2,7.5,6.0,1.4,1.5,8.9,14.2,-0.2,2.5,2.3,.071,-3.1,0.6,-2.5,-0.2,,dortlu01
98,Deandre Ayton,27,LAL,C,57,57,1565,18.2,.674,.000,.208,11.0,24.1,17.7,4.7,1.1,3.0,11.6,16.8,3.1,1.7,4.8,.146,-0.1,-0.9,-1.0,0.4,,aytonde01
99,Marcus Smart,31,LAL,SG,55,48,1561,9.8,.544,.604,.269,2.6,8.9,5.8,13.0,2.3,1.3,14.9,15.5,0.3,1.3,1.6,.049,-2.9,0.3,-2.6,-0.2,,smartma01
100,Sion James,23,CHO,SG,67,19,1555,8.1,.541,.617,.312,2.9,13.8,8.5,10.9,1.2,1.2,14.4,10.7,0.9,1.4,2.3,.072,-3.1,0.7,-2.4,-0.1,,jamessi01
101,Sam Hauser,28,BOS,PF,63,35,1555,12.2,.580,.847,.028,3.3,13.9,8.6,8.0,1.2,1.3,5.8,14.9,2.2,1.7,3.9,.120,0.6,0.0,0.6,1.0,,hausesa01
102,Jalen Duren,22,DET,C,56,56,1545,25.8,.671,.000,.500,15.6,26.9,21.3,9.9,1.6,3.2,10.9,23.5,5.3,3.0,8.3,.259,4.2,0.5,4.6,2.6,AS,durenja01
103,Neemias Queta,26,BOS,C,62,61,1544,19.5,.653,.015,.363,13.1,23.5,18.3,8.0,1.7,5.3,12.5,14.9,3.7,2.9,6.6,.205,0.1,1.8,1.9,1.5,,quetane01
104,Keldon Johnson,26,SAS,SF,66,0,1538,17.3,.624,.343,.250,7.8,17.5,12.8,8.4,1.2,0.5,8.0,20.2,3.1,2.0,5.2,.162,1.2,-0.1,1.1,1.2,,johnske04
105,Dillon Brooks,30,PHO,SF,50,50,1530,14.8,.547,.392,.216,2.7,10.7,6.6,9.6,1.7,0.5,8.5,29.0,0.7,1.4,2.1,.067,-0.7,-1.4,-2.1,0.0,,brookdi01
106,Moussa Diabaté,24,CHO,C,59,33,1526,17.6,.653,.007,.502,16.7,21.2,19.0,9.7,1.4,3.6,12.8,11.7,3.9,2.1,6.0,.189,0.5,0.9,1.3,1.3,,diabamo01
107,Ayo Dosunmu,26,2TM,SG,58,10,1521,16.2,.629,.387,.198,2.7,9.0,5.9,19.7,1.4,0.8,10.2,20.1,2.9,0.9,3.8,.119,1.1,-0.7,0.4,0.9,,dosunay01
107,Ayo Dosunmu,26,CHI,SG,45,10,1187,17.2,.636,.397,.216,3.0,9.1,6.1,20.8,1.4,0.9,10.3,21.0,2.4,0.6,3.0,.123,1.7,-0.9,0.8,0.8,,dosunay01
107,Ayo Dosunmu,26,MIN,SG,13,0,334,12.9,.599,.342,.123,1.7,8.4,5.1,15.6,1.6,0.5,9.8,16.8,0.5,0.3,0.7,.105,-0.9,-0.1,-1.0,0.1,,dosunay01
