Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
108,Jerami Grant,31,POR,PF,51,32,1515,15.6,.608,.467,.466,3.4,9.4,6.3,11.5,1.1,1.8,12.0,23.9,2.5,1.0,3.5,.110,1.1,-1.2,-0.1,0.7,,grantje01
109,Zion Williamson,25,NOP,PF,51,44,1513,23.1,.633,.006,.561,7.9,13.5,10.7,18.7,1.6,1.8,11.0,26.7,4.1,0.9,5.0,.159,3.7,-0.7,3.0,1.9,,willizi01
110,Kyle Filipowski,22,UTA,C,66,30,1510,15.7,.593,.336,.350,8.9,24.6,16.6,14.8,2.0,2.2,15.2,19.0,1.6,1.1,2.7,.085,-0.8,-0.4,-1.3,0.3,,filipky01
111,Cam Spencer,25,MEM,SG,63,17,1510,17.4,.653,.584,.243,2.4,9.6,6.0,32.2,1.4,0.6,13.1,17.4,4.3,0.8,5.1,.161,3.1,-0.6,2.4,1.7,,spencca01
112,Brandon Miller,23,CHO,SF,50,50,1509,17.0,.570,.492,.225,4.2,14.6,9.5,18.6,1.8,2.4,13.7,29.4,1.1,1.8,2.9,.093,1.5,-0.2,1.3,1.3,,millebr02
113,Moses Moody,23,GSW,SG,59,48,1506,13.4,.603,.682,.203,3.6,10.9,7.2,9.1,1.8,1.9,8.6,18.0,1.7,1.5,3.1,.100,0.2,-0.3,-0.1,0.7,,moodymo01
114,Peyton Watson,23,DEN,SF,49,39,1502,14.4,.600,.338,.331,3.5,14.0,9.0,9.0,1.6,3.6,12.4,20.2,1.0,1.4,2.4,.078,-0.6,-0.5,-1.1,0.4,,watsope01
115,John Collins,28,LAC,PF,54,45,1498,16.2,.653,.337,.215,6.3,15.2,10.9,5.4,1.5,2.7,11.5,19.0,2.3,1.4,3.6,.117,0.2,-0.4,-0.2,0.7,,collijo01
116,Victor Wembanyama,22,SAS,C,51,42,1493,28.2,.625,.329,.446,7.3,32.9,20.4,16.0,1.6,9.0,11.7,31.6,3.4,3.8,7.3,.234,5.5,3.8,9.3,4.3,AS,wembavi01
117,Bobby Portis,30,MIL,PF,62,9,1490,17.0,.596,.395,.088,6.1,23.1,14.7,10.1,1.1,0.8,8.2,22.5,1.6,1.2,2.8,.091,1.6,-1.5,0.1,0.8,,portibo01
118,LeBron James,41,LAL,SF,45,45,1490,20.5,.586,.284,.331,2.7,16.9,10.0,33.4,1.6,1.8,14.4,28.0,2.3,1.4,3.6,.118,3.2,-0.2,3.0,1.9,AS,jamesle01
119,Isaac Okoro,25,CHI,SG,55,55,1480,9.4,.565,.480,.247,4.5,6.3,5.4,7.8,1.2,1.4,8.5,13.6,1.1,0.6,1.7,.056,-3.2,-1.0,-4.2,-0.8,,okorois01
120,P.J. Washington,27,DAL,PF,48,45,1478,12.5,.523,.343,.288,4.8,18.6,11.9,8.8,1.4,3.2,12.2,20.5,-0.7,1.8,1.1,.035,-2.2,0.3,-1.9,0.0,,washipj01
121,Nique Clifford,23,SAC,SG,63,17,1476,8.6,.492,.394,.162,4.2,12.7,8.3,11.8,1.9,1.3,14.9,16.4,-1.1,0.6,-0.5,-0.016,-4.1,-0.9,-5.0,-1.1,,cliffni01
122,Maxime Raynaud,22,SAC,C,59,41,1473,15.3,.601,.094,.219,8.7,24.0,16.1,7.3,0.9,2.0,11.0,17.4,1.7,0.8,2.5,.082,-1.5,-1.5,-3.0,-0.4,,raynama01
123,Norman Powell,32,MIA,SG,49,49,1470,18.2,.614,.459,.358,1.2,11.2,6.2,13.1,1.9,0.7,10.0,27.5,2.2,1.8,3.9,.129,2.2,0.1,2.4,1.6,AS,powelno01
124,Isaiah Collier,21,UTA,PG,57,17,1464,15.0,.571,.196,.408,1.5,9.2,5.3,40.3,2.0,1.2,19.8,20.1,1.6,0.2,1.8,.060,-0.6,-2.0,-2.5,-0.2,,colliis01
125,Draymond Green,35,GSW,PF,54,54,1464,10.3,.539,.624,.157,3.0,19.6,11.2,26.5,1.5,2.1,24.7,16.5,-0.4,1.7,1.4,.045,-2.5,1.1,-1.5,0.2,,greendr01
126,Ausar Thompson,23,DET,SF,57,56,1460,16.5,.545,.048,.348,9.2,16.1,12.7,15.7,3.6,3.3,13.3,17.4,1.3,3.1,4.4,.146,-0.4,3.3,2.9,1.8,,thompau01
127,Jaren Jackson Jr.,26,2TM,C,48,48,1454,15.8,.576,.327,.282,3.1,17.2,10.1,10.3,1.7,4.4,11.7,26.1,0.3,1.6,1.9,.062,-1.0,0.5,-0.5,0.6,,jacksja02
127,Jaren Jackson Jr.,26,MEM,C,45,45,1382,15.4,.574,.328,.279,3.2,17.2,10.1,9.8,1.6,4.5,11.7,25.6,0.2,1.5,1.7,.060,-1.2,0.5,-0.7,0.4,,jacksja02
127,Jaren Jackson Jr.,26,UTA,C,3,3,72,23.5,.598,.306,.327,1.5,18.5,9.8,20.8,3.9,1.4,11.1,36.2,0.1,0.1,0.1,.086,2.4,2.0,4.5,0.1,,jacksja02
128,Jamal Shead,23,TOR,PG,66,7,1451,10.7,.491,.528,.225,1.8,8.3,5.0,30.5,2.1,0.7,16.7,16.1,0.4,1.6,2.0,.066,-2.4,0.1,-2.3,-0.1,,sheadja01
129,Tristan Da Silva,24,ORL,SF,60,23,1446,12.2,.575,.531,.112,3.4,13.8,8.6,8.8,1.9,1.3,9.0,16.1,1.0,1.7,2.7,.088,-0.5,0.4,-0.2,0.6,,dasiltr01
130,Lauri Markkanen,28,UTA,PF,42,42,1443,21.4,.608,.402,.333,6.2,15.7,10.9,10.3,1.4,1.4,6.4,28.2,3.4,0.3,3.7,.123,4.7,-2.1,2.6,1.6,,markkla01
131,Shaedon Sharpe,22,POR,SG,48,42,1439,15.5,.550,.351,.229,3.5,12.5,7.9,15.1,2.2,0.4,13.4,30.3,-0.2,1.3,1.1,.036,-0.2,-1.1,-1.3,0.3,,sharpsh01
132,Brice Sensabaugh,22,UTA,SF,64,13,1437,13.9,.580,.535,.236,3.7,10.9,7.2,11.3,1.5,0.6,10.4,23.7,1.0,0.1,1.0,.034,-0.1,-2.9,-3.0,-0.4,,sensabr01
133,Josh Giddey,23,CHI,PG,45,42,1436,18.9,.574,.379,.332,4.3,23.5,14.1,40.9,1.5,1.0,18.9,25.4,1.6,1.4,3.0,.101,2.7,0.4,3.1,1.8,,giddejo01
134,Dennis Schröder,32,2TM,PG,56,16,1426,12.9,.523,.377,.313,1.8,10.7,6.1,27.6,1.6,0.6,14.5,21.7,0.4,0.6,1.0,.033,-0.8,-1.3,-2.2,-0.1,,schrode01
134,Dennis Schröder,32,SAC,PG,40,14,1056,13.7,.531,.393,.315,2.2,10.9,6.4,28.7,1.5,0.5,14.1,22.5,0.5,0.2,0.6,.029,-0.1,-1.9,-1.9,0.0,,schrode01
134,Dennis Schröder,32,CLE,PG,16,2,370,10.8,.496,.323,.307,0.6,10.1,5.3,24.3,2.1,1.0,15.8,19.4,0.0,0.4,0.4,.045,-3.0,0.2,-2.8,-0.1,,schrode01
135,Pelle Larsson,24,MIA,SG,56,43,1420,13.2,.598,.358,.377,3.4,10.4,6.9,17.7,1.2,0.9,11.9,16.2,2.1,1.5,3.6,.121,-1.0,0.5,-0.4,0.6,,larsspe01
136,Oso Ighodaro,23,PHO,PF,67,13,1411,13.1,.630,.004,.324,7.9,17.6,12.6,13.3,2.1,2.9,20.7,12.1,1.3,2.0,3.3,.113,-2.7,2.2,-0.5,0.5,,ighodos01
137,Sandro Mamukelashvili,26,TOR,C,64,12,1409,17.4,.627,.468,.241,7.0,18.2,12.5,12.3,1.6,2.5,8.6,18.3,2.8,2.0,4.7,.161,1.6,0.6,2.2,1.5,,mamuksa01
138,Jarrett Allen,27,CLE,C,51,51,1405,21.8,.670,.021,.476,10.4,23.4,16.9,10.2,1.7,2.9,10.6,19.4,3.9,2.1,6.0,.206,2.1,0.6,2.7,1.7,,allenja01
139,Kel'el Ware,21,MIA,C,62,30,1404,20.2,.612,.338,.155,14.0,28.5,21.3,3.4,1.8,4.4,8.6,18.1,2.5,2.8,5.4,.184,1.9,0.3,2.2,1.5,,wareke01
140,Kyshawn George,22,WAS,SF,48,48,1391,13.9,.559,.451,.227,3.2,15.6,9.4,22.6,1.6,2.7,16.5,22.8,0.2,0.6,0.8,.028,-0.6,-0.7,-1.3,0.3,,georgky01
141,Jay Huff,27,IND,C,67,41,1386,15.4,.590,.623,.167,4.7,16.2,10.2,9.7,1.2,8.0,9.7,18.0,1.1,1.7,2.7,.094,-0.9,1.4,0.6,0.9,,huffja01
142,Tobias Harris,33,DET,PF,49,49,1382,13.9,.559,.356,.241,3.5,16.6,10.1,10.7,1.6,1.1,8.2,18.7,1.6,2.1,3.7,.128,-0.2,0.5,0.4,0.8,,harrito02
143,Terance Mann,29,BRK,SG,56,46,1379,10.9,.572,.407,.228,5.2,10.1,7.5,19.4,1.3,0.9,14.2,13.5,1.5,0.5,1.9,.067,-2.3,-0.7,-3.0,-0.3,,mannte01
144,Vít Krejčí,25,2TM,PG,63,8,1374,11.1,.609,.767,.121,2.4,9.2,5.8,9.8,1.6,1.2,8.3,14.5,1.5,1.1,2.6,.092,-1.6,-0.2,-1.8,0.1,,krejcvi01
144,Vít Krejčí,25,ATL,PG,46,8,1028,11.3,.639,.776,.117,2.0,8.3,5.1,8.7,1.7,1.1,8.5,14.3,1.2,0.9,2.1,.096,-1.4,-0.2,-1.5,0.1,,krejcvi01
144,Vít Krejčí,25,POR,PG,17,0,346,10.7,.527,.741,.134,3.7,12.1,7.8,12.9,1.4,1.3,7.8,15.1,0.3,0.3,0.6,.080,-2.2,-0.3,-2.5,0.0,,krejcvi01
145,Ivica Zubac,28,2TM,C,45,44,1373,18.8,.634,.000,.302,13.1,27.7,20.6,11.4,0.6,2.5,14.3,18.9,2.6,1.5,4.1,.144,0.9,-0.7,0.2,0.8,,zubaciv01
145,Ivica Zubac,28,LAC,C,43,42,1328,18.9,.635,.000,.308,13.4,27.7,20.8,11.4,0.6,2.6,14.4,19.0,2.6,1.4,4.0,.146,0.9,-0.8,0.2,0.7,,zubaciv01
145,Ivica Zubac,28,IND,C,2,2,45,15.3,.598,.000,.133,4.6,29.9,16.8,10.6,1.1,1.9,11.2,16.8,0.0,0.0,0.1,.076,-0.4,1.5,1.1,0.0,,zubaciv01
146,Anfernee Simons,26,2TM,SG,55,5,1372,14.6,.576,.585,.119,2.5,8.2,5.4,14.6,1.0,0.6,9.1,23.6,1.8,1.0,2.9,.100,1.2,-1.4,-0.2,0.7,,simonan01
146,Anfernee Simons,26,BOS,SG,49,0,1202,15.2,.579,.579,.127,2.4,8.3,5.4,14.5,1.1,0.5,8.4,23.6,1.9,1.0,2.9,.116,1.6,-1.1,0.5,0.8,,simonan01
146,Anfernee Simons,26,CHI,SG,6,5,170,10.3,.554,.625,.063,3.2,7.4,5.3,15.8,0.0,1.0,13.7,23.6,-0.1,0.0,-0.1,-0.014,-1.3,-3.8,-5.1,-0.1,,simonan01
147,Cedric Coward,22,MEM,SG,52,37,1355,14.7,.580,.424,.250,5.9,20.3,13.0,15.8,1.1,1.5,13.7,21.0,1.1,1.2,2.3,.080,0.1,-0.4,-0.3,0.6,,cowarce01
148,Austin Reaves,27,LAL,SG,40,34,1349,21.5,.653,.429,.483,2.3,13.9,8.3,25.0,1.6,1.0,14.1,27.4,3.7,1.0,4.7,.167,4.1,-0.7,3.4,1.8,,reaveau01
149,Tre Jones,26,CHI,PG,50,26,1348,17.8,.631,.211,.368,2.4,8.8,5.7,29.0,2.1,0.6,11.3,17.9,3.5,0.9,4.3,.154,0.7,0.2,0.9,1.0,,jonestr01
150,Dominick Barlow,22,PHI,PF,55,48,1334,13.3,.593,.219,.309,8.7,12.5,10.6,6.4,1.9,2.5,10.4,13.4,1.7,1.2,2.9,.105,-1.3,0.0,-1.2,0.2,,barlodo01
151,Kelly Oubre Jr.,30,PHI,SF,41,36,1330,13.1,.581,.448,.299,3.3,13.4,8.3,7.7,2.0,1.6,10.2,18.4,1.0,1.2,2.2,.080,-1.1,-0.5,-1.6,0.1,,oubreke01
152,Jock Landale,30,2TM,C,59,26,1323,16.7,.593,.350,.236,13.7,14.8,14.2,10.4,1.1,2.1,9.1,18.6,2.4,1.0,3.5,.126,0.9,-1.2,-0.2,0.6,,landajo01
152,Jock Landale,30,MEM,C,45,25,1060,16.9,.594,.332,.229,14.3,15.5,14.9,10.4,1.1,1.9,9.7,18.5,2.0,0.8,2.8,.126,1.1,-1.2,-0.1,0.5,,landajo01
152,Jock Landale,30,ATL,C,14,1,263,16.0,.589,.424,.263,11.3,12.0,11.7,10.2,0.9,2.7,6.8,18.8,0.5,0.2,0.7,.129,0.4,-1.2,-0.7,0.1,,landajo01
153,Mark Williams,24,PHO,C,56,52,1322,21.8,.670,.002,.396,14.1,24.0,18.9,6.5,1.9,3.6,10.9,17.4,3.7,2.1,5.9,.213,1.4,0.4,1.8,1.3,,willima07
154,Precious Achiuwa,26,SAC,C,59,43,1318,15.7,.558,.165,.210,10.3,20.5,15.3,8.5,1.9,2.6,8.1,16.2,1.4,1.0,2.4,.087,-0.7,-0.6,-1.2,0.3,,achiupr01
155,Luke Kennard,29,2TM,SG,62,1,1309,13.7,.710,.585,.138,2.0,9.6,5.8,12.9,1.6,0.6,11.1,13.4,2.5,1.0,3.5,.130,0.2,0.1,0.3,0.8,,kennalu01
155,Luke Kennard,29,ATL,SG,46,0,944,13.5,.713,.621,.146,2.1,9.2,5.6,13.4,1.6,0.5,11.1,12.7,1.8,0.8,2.6,.132,0.2,0.2,0.3,0.6,,kennalu01
155,Luke Kennard,29,LAL,SG,16,1,365,14.3,.705,.505,.121,1.6,10.6,6.2,11.6,1.3,0.8,11.0,15.1,0.7,0.2,0.9,.124,0.3,-0.2,0.1,0.2,,kennalu01
156,Egor Dёmin,19,BRK,PG,52,45,1308,11.4,.561,.717,.145,1.8,13.4,7.3,20.5,1.6,1.2,15.3,18.8,0.2,0.7,0.9,.033,-0.8,-0.8,-1.5,0.1,,demineg01
157,Herbert Jones,27,NOP,SF,45,45,1303,9.2,.486,.533,.141,3.4,10.1,6.7,12.6,2.8,1.5,12.7,15.2,-0.4,1.0,0.6,.022,-3.8,0.6,-3.2,-0.4,,joneshe01
158,Bennedict Mathurin,23,2TM,SF,42,25,1302,14.5,.576,.370,.450,3.6,16.8,10.1,11.5,1.2,0.7,12.1,25.3,0.7,0.9,1.6,.059,-1.1,-1.5,-2.6,-0.2,,mathube01
158,Bennedict Mathurin,23,IND,SF,28,24,891,12.8,.589,.436,.408,2.6,16.2,9.2,10.8,0.9,0.4,13.2,23.1,0.3,0.5,0.8,.043,-1.1,-1.8,-2.8,-0.2,,mathube01
158,Bennedict Mathurin,23,LAC,SF,14,1,411,18.3,.554,.255,.525,5.9,17.9,12.1,13.0,1.9,1.4,10.4,30.2,0.4,0.4,0.8,.092,-1.2,-1.0,-2.2,0.0,,mathube01
159,Klay Thompson,35,DAL,SF,59,8,1293,11.3,.537,.721,.064,1.4,9.4,5.5,9.2,1.1,1.0,8.0,22.8,-0.4,0.9,0.5,.019,-0.1,-1.4,-1.5,0.2,,thompkl01
160,Brandon Williams,26,DAL,PG,58,15,1291,16.7,.569,.257,.461,2.3,11.7,7.1,25.8,1.9,1.2,14.4,25.3,0.9,1.3,2.2,.081,0.1,0.3,0.3,0.8,,willibr03
161,Grayson Allen,30,PHO,SG,43,26,1291,16.5,.571,.682,.243,2.5,8.8,5.5,21.0,2.3,0.9,10.0,23.8,2.2,1.3,3.5,.132,2.2,0.1,2.3,1.4,,allengr01
162,Isaiah Stewart,24,DET,C,55,13,1273,15.1,.626,.303,.324,8.1,16.3,12.2,7.1,0.6,7.1,12.5,16.4,1.9,2.0,3.9,.148,-1.0,1.1,0.0,0.7,,stewais01
163,Isaiah Joe,26,OKC,SG,58,9,1270,14.9,.641,.782,.250,2.5,10.2,6.5,9.0,1.6,0.8,6.6,18.0,2.5,2.0,4.5,.170,1.5,0.5,2.0,1.3,,joeis01
164,Ron Holland,20,DET,SF,62,5,1269,12.2,.528,.371,.299,6.6,16.7,11.7,8.6,2.8,1.6,14.0,19.1,0.1,2.4,2.4,.091,-2.9,1.3,-1.7,0.1,,hollaro01
165,RJ Barrett,25,TOR,SF,42,42,1262,17.1,.582,.357,.338,3.4,17.2,10.2,17.3,1.3,1.0,9.3,25.3,1.5,1.5,3.0,.114,1.3,-0.5,0.8,0.9,,barrerj01
166,Sidy Cissoko,21,POR,SF,60,24,1261,7.6,.528,.597,.257,4.5,7.8,6.2,9.3,1.8,1.6,15.5,12.8,0.1,1.0,1.1,.041,-4.2,0.3,-4.0,-0.6,,cissosi01
167,Jordan Goodwin,27,PHO,PG,57,4,1256,14.8,.521,.530,.095,9.2,14.3,11.7,14.2,3.2,0.9,10.1,18.1,1.2,1.8,3.0,.115,0.4,1.2,1.6,1.1,,goodwjo01
168,Zaccharie Risacher,20,ATL,SF,52,45,1255,11.2,.540,.479,.155,4.7,12.5,8.5,7.2,1.8,2.1,8.7,17.8,0.0,1.4,1.4,.054,-2.6,-0.5,-3.1,-0.3,,risacza01
169,Tre Johnson,19,WAS,SG,52,34,1252,11.7,.552,.500,.147,2.3,10.5,6.3,12.4,1.2,1.3,12.0,22.2,-0.1,0.0,0.0,-0.001,-1.3,-2.6,-3.9,-0.6,,johnstr03
170,Spencer Jones,24,DEN,SF,55,35,1251,9.6,.620,.567,.197,6.0,9.8,8.0,4.7,1.8,1.9,9.5,9.9,1.4,1.0,2.3,.089,-2.3,-0.1,-2.4,-0.1,,jonessp01
171,Cameron Johnson,29,DEN,SF,41,41,1240,11.6,.602,.514,.257,3.0,10.6,7.0,10.3,1.0,1.1,8.3,14.8,1.7,0.6,2.3,.089,-0.6,-1.2,-1.7,0.1,,johnsca02
172,Collin Sexton,27,2TM,SG,54,15,1239,17.1,.620,.383,.345,2.3,7.2,4.8,23.2,2.0,0.6,15.4,25.6,2.0,1.0,3.0,.115,1.1,-0.6,0.6,0.8,,sextoco01
172,Collin Sexton,27,CHO,SG,42,12,938,17.7,.619,.350,.372,2.2,7.3,4.8,26.6,1.9,0.7,15.6,25.7,1.8,0.8,2.7,.136,1.6,-0.5,1.1,0.7,,sextoco01
172,Collin Sexton,27,CHI,SG,12,3,301,15.2,.625,.482,.266,2.5,6.6,4.6,12.9,2.5,0.3,14.8,25.5,0.1,0.2,0.3,.052,-0.4,-0.6,-1.0,0.1,,sextoco01
173,Zach LaVine,30,SAC,SG,39,37,1224,14.8,.614,.464,.260,0.7,9.4,4.9,11.3,1.1,0.7,10.8,23.7,1.2,0.1,1.3,.051,0.6,-2.2,-1.6,0.1,,lavinza01
174,Stephen Curry,37,GSW,PG,39,39,1222,22.7,.636,.602,.274,1.4,11.1,6.2,27.3,1.7,1.2,11.7,32.7,2.8,1.1,3.9,.154,6.3,-1.0,5.3,2.3,AS,curryst01
175,Dylan Harper,19,SAS,SG,55,0,1219,15.3,.552,.268,.205,3.2,12.5,8.0,24.8,1.8,1.2,12.3,22.0,1.1,1.7,2.8,.109,-0.5,1.1,0.6,0.8,,harpedy01
176,Kevin Huerter,27,2TM,SF,55,11,1218,13.1,.548,.553,.132,2.6,14.6,8.7,15.8,1.6,2.3,9.6,19.0,0.6,1.1,1.7,.069,-1.1,0.1,-0.9,0.3,,huertke01
176,Kevin Huerter,27,CHI,SF,44,11,1037,13.3,.559,.552,.139,2.4,14.8,8.7,16.0,1.6,2.2,10.3,19.4,0.5,0.9,1.3,.062,-1.1,0.0,-1.0,0.3,,huertke01
176,Kevin Huerter,27,DET,SG,11,0,181,12.2,.481,.561,.091,3.7,13.3,8.6,14.7,1.9,3.3,5.5,16.6,0.1,0.3,0.4,.107,-1.4,0.8,-0.6,0.1,,huertke01
177,Alex Sarr,20,WAS,C,44,44,1217,20.7,.560,.217,.228,8.7,20.5,14.5,15.7,1.4,6.5,9.8,25.6,1.2,0.9,2.1,.084,1.8,-0.1,1.6,1.1,,sarral01
178,Aaron Wiggins,27,OKC,SG,52,18,1213,12.0,.539,.507,.148,3.3,11.9,7.8,10.8,2.0,2.1,12.2,19.9,-0.3,2.2,1.9,.074,-1.3,0.7,-0.6,0.4,,wiggiaa01
179,Ben Sheppard,24,IND,SG,56,19,1210,9.2,.544,.614,.134,3.1,12.5,7.6,11.7,1.3,0.3,9.4,13.8,0.5,0.6,1.1,.043,-2.8,-0.6,-3.4,-0.5,,sheppbe01
180,Javonte Green,32,DET,SG,66,5,1199,13.4,.590,.576,.307,5.0,11.9,8.5,4.9,3.5,1.7,9.8,14.8,1.3,2.2,3.5,.141,-0.9,2.3,1.4,1.0,,greenja02
181,Santi Aldama,25,MEM,PF,43,11,1198,16.4,.572,.420,.239,6.0,20.0,12.9,15.5,1.5,2.4,9.5,20.1,1.4,1.2,2.6,.105,1.3,0.5,1.8,1.2,,aldamsa01
182,Kevin Porter Jr.,25,MIL,PG,36,34,1198,18.3,.562,.282,.296,3.0,14.4,8.8,33.0,3.3,1.3,16.2,24.2,1.2,1.4,2.5,.102,0.5,1.2,1.8,1.1,,porteke02
183,Ryan Kalkbrenner,24,CHO,C,54,30,1197,18.4,.747,.012,.404,13.4,16.5,15.0,5.1,1.2,6.2,14.3,11.9,2.9,1.6,4.6,.183,0.7,1.1,1.9,1.2,,kalkbry01
184,Brook Lopez,37,LAC,C,59,24,1196,11.7,.548,.615,.118,2.6,15.0,9.0,8.0,1.5,4.8,9.9,17.3,0.2,1.3,1.5,.059,-1.6,0.4,-1.2,0.3,,lopezbr01
185,Bilal Coulibaly,21,WAS,SG,45,45,1195,12.3,.519,.404,.347,3.3,14.2,8.7,13.7,2.5,3.0,12.4,18.6,0.0,0.7,0.7,.027,-2.6,-0.2,-2.8,-0.2,,coulibi01
186,Khris Middleton,34,2TM,SF,49,44,1190,12.2,.547,.326,.268,4.0,12.8,8.4,18.3,1.4,0.7,14.5,20.6,0.3,0.4,0.7,.029,-2.0,-1.4,-3.4,-0.4,,middlkh01
186,Khris Middleton,34,WAS,SF,34,34,827,11.5,.531,.330,.230,3.8,13.5,8.6,19.0,1.5,1.0,14.7,19.5,0.1,0.2,0.2,.014,-2.6,-1.4,-4.0,-0.4,,middlkh01
186,Khris Middleton,34,DAL,SF,15,10,363,13.7,.578,.318,.345,4.5,11.1,7.9,16.6,1.0,0.0,14.1,23.0,0.2,0.2,0.5,.064,-0.8,-1.3,-2.1,0.0,,middlkh01
187,Luke Kornet,30,SAS,C,56,23,1189,18.1,.690,.000,.410,14.5,16.5,15.5,11.3,1.0,4.5,8.5,10.5,3.9,1.8,5.7,.230,1.6,2.0,3.5,1.7,,kornelu01
188,Ajay Mitchell,23,OKC,SG,45,10,1188,17.5,.594,.299,.288,2.9,10.9,7.1,20.4,2.5,1.2,11.3,22.3,1.8,2.2,4.0,.162,0.6,1.6,2.2,1.2,,mitchaj01
189,Jimmy Butler,36,GSW,SF,38,38,1182,23.6,.646,.184,.621,8.0,11.6,9.8,24.1,2.2,0.6,9.3,23.2,4.7,1.2,5.9,.238,5.0,0.5,5.5,2.3,,butleji01
190,Josh Okogie,27,HOU,SG,63,29,1177,10.0,.556,.558,.227,6.6,9.5,8.0,5.9,2.3,1.0,11.2,11.5,1.0,1.3,2.3,.094,-2.3,0.9,-1.4,0.2,,okogijo01
191,De'Andre Hunter,28,2TM,SF,45,25,1176,11.5,.545,.491,.285,2.8,14.5,8.6,10.7,1.2,0.5,11.7,22.8,0.1,1.0,1.2,.049,-2.4,-1.4,-3.9,-0.6,,huntede01
191,De'Andre Hunter,28,CLE,SF,43,23,1125,12.1,.553,.492,.284,2.8,14.9,8.9,11.1,1.3,0.5,11.6,22.9,0.4,1.1,1.4,.061,-2.1,-1.2,-3.3,-0.4,,huntede01
191,De'Andre Hunter,28,SAC,SF,2,2,51,-3.4,.347,.474,.316,2.1,4.5,3.3,2.5,0.0,0.0,15.6,21.4,-0.2,0.0,-0.2,-0.225,-11.0,-5.5,-16.5,-0.2,,huntede01
192,Malik Monk,27,SAC,SG,53,0,1165,14.0,.566,.492,.164,1.3,8.7,4.9,18.5,1.3,1.5,11.3,24.2,0.5,0.2,0.7,.029,0.5,-2.1,-1.6,0.1,,monkma01
193,Dean Wade,29,CLE,PF,52,31,1165,10.9,.579,.720,.156,4.2,16.5,10.4,8.4,1.7,1.8,5.5,9.9,1.5,1.4,2.9,.118,-0.9,1.3,0.4,0.7,,wadede01
194,Gary Trent Jr.,27,MIL,SG,55,17,1161,7.7,.528,.735,.115,0.7,4.8,2.8,8.1,1.2,0.3,7.1,16.1,-0.1,0.2,0.1,.006,-3.3,-2.0,-5.2,-1.0,,trentga02
195,Day'Ron Sharpe,24,BRK,C,62,7,1160,20.6,.638,.110,.427,16.4,25.4,20.7,20.9,2.9,2.1,20.0,19.9,2.1,1.4,3.5,.145,0.6,0.9,1.5,1.0,,sharpda01
196,Jose Alvarado,27,2TM,PG,57,0,1160,11.6,.539,.675,.098,1.9,11.7,6.8,21.5,2.3,0.5,13.7,16.1,0.8,0.9,1.6,.068,-1.7,0.2,-1.5,0.1,,alvarjo01
196,Jose Alvarado,27,NOP,PG,41,0,896,11.2,.558,.689,.086,1.9,11.9,6.9,19.3,2.0,0.4,13.9,15.7,0.6,0.5,1.0,.056,-1.5,-0.6,-2.1,0.0,,alvarjo01
196,Jose Alvarado,27,NYK,PG,16,0,264,12.8,.483,.629,.135,2.1,10.9,6.5,29.1,3.4,0.8,12.9,17.4,0.2,0.4,0.6,.109,-2.2,2.7,0.5,0.2,,alvarjo01
197,Nicolas Batum,37,LAC,PF,63,5,1157,8.1,.598,.957,.052,2.1,13.4,7.9,6.6,1.8,1.7,14.0,9.6,0.4,1.0,1.4,.060,-1.8,0.7,-1.1,0.3,,batumni01
